sq_OTU,A1,A10,A11,A12,A2,A3,A5,A6,A7,A8,A9,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B9,C1,C10,C11,C2,C3,C4,C5,C6,C7,C8,C9,D1,D10,D11,D12,D3,D4,D5,D6,D7,D8,D9,E1,E10,E11,E12,E2,E3,E4,E5,E6,E7,E8,E9,F1,F10,F11,F12,F2,F3,F4,F5,F6,F7,F8,F9,G1,G10,G11,G12,G2,G3,G4,G5,G6,G7,G8,G9,H1,H10,H11,H12,H2,H3,H4,H5,H6,H7,H8,H9
sq75,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,11,0,0,0,0,0,245,51,0,0,0,84,0,0,0,0,0,129,0,0,0,0,69,0,0,0,0,0,0,24,0,0,0,0,0,0,0,16,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,69,8,0,0,0,0,0,0,0,0,0
sq76,0,0,176,1038,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq77,0,0,63,57,0,0,0,0,0,0,0,0,242,177,23,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,21,44,0,0,0,0,0,0,0,0,49,0,53,0,0,0,0,0,0,0,0,0,18,14,94,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,235,44,0,0,0,0,0,0,0,0
sq78,164,0,0,0,0,0,0,97,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,91,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,106,0,0,0,19,0,0,0,175,0,0,0,0,0,0,0,0
sq79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0
sq81,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,2,0,0,121,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq82,0,0,0,10,45,54,7,0,0,0,8,0,47,0,0,27,16,0,11,0,11,26,0,0,0,0,0,0,40,0,42,57,0,0,0,0,0,0,63,0,51,0,0,0,0,0,0,0,0,20,0,0,0,0,29,0,0,0,20,0,12,310,0,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,15,0,0,28,34,0
sq83,294,0,0,0,0,0,0,0,0,0,17,0,31,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,20,0,0,0,186,0,0,0,0,227,0,0,0,0,0,0,23,0,0,0,0,0,0,0
sq84,0,0,0,41,0,0,89,0,0,0,0,0,115,95,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,186,21,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
sq85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,120,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,228,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq87,0,0,0,0,0,0,0,0,0,0,0,0,182,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,25,0,95,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,0,0,0,0,39
sq88,0,0,0,0,0,25,0,0,7,63,15,0,159,0,0,0,0,0,0,0,0,0,136,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,33,0,0,50,0,0,9,0,0,0,4,0,14,0,0,0,0,9,38,0,0,0,0,0,66,0,0,0,0,0,0,0,26,0,0,5,109,0,0,0,0,0,5,0,7,0,0,25,97,0
sq89,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,6,0
sq90,0,0,0,44,0,0,0,0,0,0,0,0,0,109,0,16,82,57,0,0,0,0,0,0,0,11,0,113,0,0,0,43,18,0,0,0,59,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,35,0,0,0,0,0,0,0,0,136,55,0,0,0,0,0,0,5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,8,0,0
sq91,0,94,0,83,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,44,0,0,0,0,0,157,0,14,0,44,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,8,0,27,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0
sq92,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq93,0,0,81,14,0,0,0,0,59,0,0,0,0,454,0,0,18,0,0,0,0,0,0,0,0,150,0,0,28,26,0,0,0,0,0,0,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
sq94,17,0,0,10,0,29,0,0,5,0,0,0,0,0,0,37,0,0,0,14,0,0,0,0,0,59,0,0,0,0,0,31,0,0,40,0,0,0,13,14,0,0,0,0,39,20,0,11,18,0,0,0,14,0,15,0,101,0,19,0,0,0,0,0,19,13,24,49,0,46,5,0,0,0,89,0,0,0,20,0,39,24,0,0,0,11,34,0,0,7,0,0,17
sq95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0
sq97,0,0,3,48,0,0,0,0,0,0,0,0,74,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,16,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,11,9,94,0,0,0,50,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0
sq98,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,14,0,0,107,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq99,0,0,0,0,0,0,0,0,0,0,0,0,42,72,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
sq100,0,0,0,0,0,0,0,0,0,0,0,0,41,70,0,0,92,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,65,0,0,0,77,87,46,76,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,38,0
sq101,0,0,25,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,12,0,0,0,0,88,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
sq102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,346,0,17,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq104,0,32,0,0,0,0,0,0,0,13,0,110,0,0,0,0,0,0,0,43,0,0,0,0,167,0,26,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,148,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq105,0,34,0,29,0,0,0,0,0,0,0,0,0,0,0,24,0,56,0,42,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,42,0,0,40,9,76,59,13,0,17,17,0,0,0,0,0,38,0,0,41,0,0,0,27,0,0,11,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,10,8,0,0,14,0,0,0
sq106,0,0,0,0,0,0,0,0,0,0,81,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,33,479,0,0,0,0,0,0,0,0
sq108,0,23,40,43,0,0,0,0,0,0,0,0,83,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0
sq109,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq110,26,0,23,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,33,0,0,0,0,0,0,0,0,0,0,85,0,0,49,0,0,0,0,0,26,0,0,20,0,0,0,37,0,0,0,0,34,0,0,0,0,91,0,0,0,25,0,0,0,12,0,88,0,0,0,0,0,9,0,0,0,0
sq111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq112,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq113,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq114,0,0,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,25,0,22,0,18,178,0,0,0,0,8,0,0,0,0,27,0,0,9,0,0,0,25,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,21,0,0,0,53,12,0,0,0,0,0,0,61,0
sq115,0,0,0,19,0,0,0,0,0,0,0,0,115,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,43,0,0,0,0,0,0,0,0,13,0,44,0,0,0,0,0,0,0,0,0,23,12,31,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,29,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0
sq116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,13,0,0,0,0,0,224,0,43,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,86,54,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
sq117,0,67,0,0,0,0,0,0,0,28,0,13,0,0,0,0,0,0,0,24,0,0,0,11,0,0,0,19,0,0,0,0,0,0,0,0,0,25,0,12,0,0,3,7,0,24,0,0,0,20,0,0,24,0,0,0,72,23,0,0,0,0,8,0,0,0,0,0,0,35,0,0,19,8,18,20,0,0,59,29,0,0,0,0,18,0,0,0,0,6,0,0,0
sq118,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,18,0,15,0,0,0,0,0,0,0,0,3,0,23,0,65,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,29,0,0,24,0,0,0,0,35
sq119,0,0,0,8,0,0,0,0,7,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,62,0,0,0,0,0,0,0,0,0,0,44,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65,0,0,0,0,0,0,0,0
sq120,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,27,0
sq121,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq123,0,0,25,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,9,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
sq124,0,95,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,18,0,0,40,0,0,0,0,0,0,0,0,0,44,0,109,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq125,0,0,0,0,185,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq126,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,136,0,0,0,0,0,0,0,48,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,39,0,0,0,0,0,0,0,83,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
sq127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq128,0,62,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,34,0
sq129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0
sq130,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,5,8,0,0,77,0,0,0,0,0,0,0,0,0,0,22,6,0,0,18,0,0,0,0,0,0,0,0,22,33,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,151,16,25,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0
sq131,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,43,0,45,0,0,0,15,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,12,0,40,0,0,0,0,0,0,55,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,49,0,25,0,0,0,0,0,0,0,0,0,0,0,0,39,0,88,0,0,0
sq132,0,0,0,0,0,0,0,0,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0
sq133,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,116,0,0,6,0,0,0,21,0,0,0,0,0,0,40,0,0,0,0,0,0,75,0,8,0,0,0,0,116,0,0,0,30,0,0,38,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
sq134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq135,0,0,0,0,40,7,36,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,69,0,38,0,0,0,0,0,32,44,0,80,0,0,0,0,0,0,0,0,0,17,0,0,46,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,0,0
sq136,0,169,0,21,0,0,0,0,0,21,0,0,36,0,0,0,0,0,0,0,0,23,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,35,0,0,14,15,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
sq137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq138,0,24,41,0,0,0,0,35,0,25,0,0,0,0,0,47,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,35,0,0,18,0,0,0,0,27,0,0,26,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,19,44,0,0,0,0,0,0,15,0,0,15,34,0,0,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0
sq139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq141,0,0,0,16,25,7,0,21,0,28,0,0,0,0,0,0,0,0,0,11,0,6,111,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,33,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,46,22,0,0,33,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,11,0,0,0,0,0
sq142,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,3,0,0,0,0,0,0,0
sq143,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,85,0,26,0,41,38,0,0,0,0,0,0,0,0,50,0,14,0,0,0,0,0,0,0,0,0,0,37,0,32,0,0,42,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
sq144,31,0,18,0,0,0,0,0,0,0,0,0,63,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,27,0,0,84,0,0,0,10,0,0,71,0,24,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
sq145,0,0,0,22,0,0,0,0,0,0,0,63,0,0,0,138,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
sq146,0,58,0,0,0,0,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,24,10,0,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,67,0,0,0,20,24,0,0,0,0,0,11,0,0,0,0,52,6,8,10,0,0,5,0,10,0,0
sq147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq148,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,17,0,0,0,0,0,63,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sq149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,93,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
sq150,0,0,11,12,0,0,0,0,0,0,33,0,0,0,0,105,0,0,23,0,0,0,0,0,0,0,45,0,0,0,17,0,0,0,36,0,0,0,0,0,0,21,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,54,0,0,0,0,0,0,0,0
